Filename,Description,Tags,Dataset,Visual Elements,Tasks,Relevant Topics,sourceLink,comments
img-001.jpeg,"Yearly surface temperature compared to the 20th-century average from 1880–2021. Blue bars indicate cooler-than-average years; red bars show warmer-than-average years. NOAA Climate.gov graph, based on data from the National Centers for Environmental Information.","climate, bar, time series, two variables","time series, two variables",bar,comparison,climate,"https://www.climate.gov/news-features/understanding-climate/climate-change-global-temperature#:~:text=June%2028%2C%202022-,Highlights,based%20on%20NOAA's%20temperature%20data",
img-002.png,"GLOBAL LAND-OCEAN TEMPERATURE INDEX
Data source: NASA's Goddard Institute for Space Studies (GISS). Credit: NASA/GISS","climate, line, point, time series, two variables, NASA, temperature, land","time series, two variables","line, point",comparison,"NASA, temperature, land, climate",https://climate.nasa.gov/vital-signs/global-temperature/,
img-003.jpeg,"Much To Lose for U.S. Farmers
If a trade war breaks out, American farmers are likely to pay a hefty price. In recent months the Trump administration has announced plans to impose tariffs on steel and aluminum from Canada, Mexico, and the EU, and on $50 billion or more in products from China. The four major trading partners—who purchased a combined $74.5 billion in U.S. agricultural goods in 2017—have vowed retaliatory tariffs of their own, including on U.S. ag exports. That could add to farmers’ woes: Thanks largely to lower grain prices, U.S. net farm income has plunged by over 50% since 2013.","agriculture, exports, geographic, sankey, relationship, categories, two variables","categories, two variables",sankey,relationship,"agriculture, exports, geographic",https://www.pinterest.com/pin/277534395771466951/,
img-004.png,"Annual change in forest  2015
Net change in forest area measures forest expansion (either through afforestation or natural expansion) minus
deforestation.","climate, categories, two variables, geographic map, geographical, ","categories, two variables","geographic map, ",,"climate, geographic",https://ourworldindata.org/afforestation,
img-005.png,"The Range Bar chart is a bar chart that displays bars for each dimension (category), ranging between a start value and an end value. For example, Range Bar charts can be used to represent the beginning and end of operations/tasks along a time axis, similar to a Gantt chart, for tracking project schedule","bar, time series, categories, three or more variables, composition, comparison","time series, categories, three or more variables","bar, ","composition, comparison",,"schedule and routine, point ,  ",
img-006.jpeg,Size of diamond carats vs price.,"point,  three or more variables, distribution, relationship",three or more variables,"point, ","distribution, relationship",,https://www.timothydeitz.com/post/scatterplots/,
img-007.jpg,"Lollipop chart with 15 best (with lowest p-value) Gene Ontology (GO) terms for every GO aspect (Biological Process-BP, Cellular Component-CC, Molecular Function-MF), sorted due to descending negative logarithmic adjusted p-value of enrichment analysis. Numbers in circles represent the number of differentially expressed genes matched to a specific term.","line, point, ontology, categories, three or more variables, comparison",three or more variables,"line, point",comparison,ontotlogy,https://www.researchgate.net/figure/Lollipop-chart-with-15-best-with-lowest-p-value-Gene-Ontology-GO-terms-for-every-GO_fig5_342191750,
img-008.png,Share of vegetable oil land use and production by crop,"bar, annotation, diverging, categories, two variables, comparison, agriculture, land","categories, two variables","bar, annotation, diverging",comparison,"agriculture, land",https://ourworldindata.org/palm-oil,
img-009.jpg,The GISTEMP climate spiral 1880-2021. This version is in The GISTEMP climate spiral 1880-2021.,"climate, spiral, bespoke, time series, two variables, NASA, trend","time series, two variables","spiral, bespoke",trend,"climate, NASA",https://svs.gsfc.nasa.gov/4975,
img-010.png,Global forest loss: deforestation vs forest degradation,"bar, annotation, stacked,  categories, three or more variables, land, comparison","categories, three or more variables","bar, annotation, stacked, ",comparison,land,https://ourworldindata.org/deforestation,
img-011.jpg,"Disparities in food insecurity by income Population experiencing moderate or severe food insecurity (%), by income group","point, line,  annotation, categories, three or more variables, comparison, economy","categories, three or more variables","point, line,  annotation",comparison,economy,https://datatopics.worldbank.org/sdgatlas/goal-2-zero-hunger/,
img-012.png,Visualizing mean temperatures in Pittsburg in the year 2016,"time series, two variables, temperature,  density plot,  distribution","time series, continuous"," density, ",distribution,"climate, temperature",https://towardsdatascience.com/pgh-weather-data-plot-and-code-19d8e8b670f,
img-013.png,"Today’s infographic from Alberto Lucas Lopez condenses the 7,102 known living languages today into a stunning visualization, with individual colors representing each world region.Only 23 languages are spoken by at least 50 million native speakers. What’s more, over half the planet speaks at least one of these 23 languages.","language, geographic, Hierarchies, categories, two variables, bubble ,  nominal, composition","Hierarchies, categories, two variables","bubble, ",composition,"culture, geographic",https://www.visualcapitalist.com/a-world-of-languages/,
img-014.png,"In this graphic, we visualize the year’s biggest tech deals above $1 billion using data from Computerworld, which tracked the year’s biggest acquisitions.","bubble, annotation, time series, categories, three or more variables, comparison, economy, bespoke","time series, categories, three or more variables","bubble, line, bespoke, annotation",comparison,economy,https://markets.businessinsider.com/news/stocks/visualizing-biggest-tech-mergers-and-acquisitions-of-2020-1029912010,
img-015.png,"Discover how some of the world’s most original artists, writers and musicians structured their day, based on ‘Daily Rituals’ by Mason Currey."," time series, bar, comparison, categories, three or more variables","time series, categories, three or more variables", bar,comparison,,https://podio.com/site/creative-routines,
img-016.jpg,"Quantum Journal created this data visualization to show what types of particles light and dark matter might be made of. Axions, weakly interacting massive particles, ultralight dark matter or primordial black holes -- these could all be stellar candidates. In addition to distributing each particle type on a scale according to its mass, the figure provides a clear, concise description of each type of particle."," science, two variables, composition, annotation",two variables,  annotation,composition,science,https://www.wired.com/story/the-search-for-dark-matter-is-dramatically-expanding/,
img-017.png,"The United States Department of Agriculture keeps track of food availability for over 200 items, which can be used to estimate food consumption at the national level. They have data for 1970 through 2019, so we can for example, see how much beef Americans consume per year on average and how that has changed over four decades."," food, time series, categories, three or more variables, annotation, composition","time series, categories, three or more variables",  annotation,"composition, trend",food,https://flowingdata.com/2021/06/08/seeing-how-much-we-ate-over-the-years/,
img-018.jpg,"73 teams tested the same hypotheses with the same data. Some found negative results, some positive, some nada. No effect of expertise or confirmation bias. ""Idiosyncratic researcher variability is a threat to the reliability of scientific findings.","line, annotation, science, categories, three or more variables,  relationship, distribution, bar","categories, three or more variables","line,  annotation, bar","relationship, distribution",science,https://osf.io/preprints/metaarxiv/cd5j9/,
img-019.png,"Between 1965 and 2016, an American's Beef, Pork and Chicken consumption has increased by 30%. This has primiarily been driven by a 150% increase in chicken consumption during this time, whilst beef has seen a 25% decrease.","food, line, time series, annotation, trend, comparison, categories, three or more variables","time series, categories, three or more variables"," line, annotation","trend, comparison",food,https://www.storytellingwithdata.com/blog/2018/1/22/88-annotated-line-graphs,
img-020.jpeg,A historical view of wealth ownership in the US.,"trend, comparison, annotation, economy, line, time series, categories, three or more variables","time series, categories, three or more variables"," line, annotation ","trend, comparison",economy,http://speakingppt.com/10-rules-for-graph-annotations/,
img-021.gif,The visualization shows the Human Rights Protection index (from 1950 to 2014) and the Human Rights Violations index (in 2014) for 50 countries. The selected countries are the top 25 ones and the bottom 25 ones for human rights violation. The countries are sorted along the horizontal axis by GDP per capita and along the vertical axis by population.,"categories, three or more variables, point, bespoke, glyph, economy, human rights","categories, three or more variables,"," glyph, bespoke",comparison,"economy, Human rights",https://www.behance.net/gallery/76461997/The-Geography-of-Human-Rights,
img-022.jpeg,Reported covid cases across US states,"bar, density, categories, distribution",categories,"bar, density, line",distribution,COVID,http://www.thefunctionalart.com/2020/05/the-problem-with-unlabeled-scales.html,
img-023.jpeg,The visualization consists of a dynamic beeswarm plot in which each bubble represents a query reaching the top searches in a U.S. state (states may appear more than once in the plot.),"bubble, covid, time series, three or more variables, trend","time series, three or more variables",bubble,trend,COVID,http://www.thefunctionalart.com/2020/04/latest-project-search-waves-during.html,
img-024.jpg,"The Markup gathered and analyzed more than 800,000 internet service offers from AT&T, Verizon, Earthlink, and CenturyLink in 38 cities across America and found that all four routinely offered fast base speeds at or above 200 Mbps in some neighborhoods for the same price as connections below 25 Mbps in others.","geographic map,  ordinal, nominal, annotation, relationship","ordinal, nominal"," annotation, geographic map","distribution, relationship",Human rights,https://flowingdata.com/2022/10/20/slow-internet-for-the-same-price-as-fast-internet/,
img-025.png," Based on data from the American Time Use Survey, this chart shows the percentage of people doing activities on a non-holiday weekday.","distribution, density, annotation, categories, two variables","categories, two variables","density,  annotation",distribution,,https://flowingdata.com/2021/08/19/daily-routine-2020/,
img-026.png,"The data on bill dimension of brush-tailed penguins were collected from 2007 - 2009 by Dr. Kristen Gorman with the Palmer Station Longer Term Ecological Research Program, part of the US Long Term Ecological Research Network. The so-called palmerpenguins data set contains size measurements, clutch observations, and blood isotope ratios for three penguin species of the genus Pygoscelis, the brush-tailed penguins, observed on three islands in the Palmer Archipelago, Antarctica over a study period of three years.","point, density, correlation, error bar, science, distribution, comparison, categories, two variables, time series","categories, two variables, timeseries","point, density,  error bar","distribution, correlation, comparision",science,https://www.behance.net/gallery/101517403/Bill-Dimensions-of-Penguins,
img-027.png,US cities give thousands of homeless people one-way bus tickets out of town. This distribution chart demonstrates how the homeless are often relocated to areas with lower median incomes.,"sankey, economy, categories, three or more variables","categories, three or more variables",sankey,composition,economy,https://www.behance.net/gallery/75551735/Bussed-Out-How-America-moves-its-homeless,
img-028.png,"This visualizaiton shows how do Americans spend their time. It is an animated visualization. We just provided a screenshot of the animation. s based on data from the American Time Use Survey, and it conveys in time-elapse fashion what people are generally doing at different times of the day.","relationship, point, categories, two variables","categories, two variables","point, ",relationship ,,https://flowingdata.com/2015/12/15/a-day-in-the-life-of-americans/,
img-029.png,This visualization of 200 years of immigration to the United States shows how the proportion of immigrants from different parts of the world has changed through the years.,"stream, country, time series,  categories, three or more varibales","time series, categories, three or more variables", stream,"composition, trend",,https://insightfulinteraction.com/immigration200years.html,
img-030.png,"We plotted the number of nights spent per month in each park. We separated four categories of accommodation: lodging, RV, tent, and backcountry. Each accommodation type comes with their own characteristics which determine their popularity over time.","spiral,  annotation, categories, two variables,  comparison","categories, two variables"," spiral, ",comparison,,https://jordan-vincent.com/night-under-the-stars/,
img-031.png,This visualization shows the number of lines of code are included in different codebases,"bar, categories, three or more variables, comparison","categories, three or more variables,","bar, ",comparison,,https://www.informationisbeautiful.net/visualizations/million-lines-of-code/,
img-033.png,This data visualization illustrates data compiled from over 1000 major Hollywood films of the last eight years. This resource can be used to see and compare things such as worldwide gross budget vs. budget and actual budget recovered.,"bubble,  time series, security, categories, three or more variables","time series, categories, three or more variables","bubble, ","relationship, distribution",security,https://www.informationisbeautiful.net/visualizations/worlds-biggest-data-breaches-hacks/,
img-034.png,"This data visualization from the Washington Post shows how much of your life the U.S. has been at war, and which wars the U.S. has been fighting during your lifetime. The dark blue represents percent spent in war, the light blue represents percent spent in peace, the dark red represents time spent in war, and the light red represents time spent in peace.","bar, stacked, composition,  population, time series, categories, three or more variables","time series, categories, three or more variables","bar, stacked, ",composition,population,https://www.washingtonpost.com/news/the-fix/wp/2015/05/18/heres-how-much-of-your-life-the-united-states-has-been-at-war/,
img-035.png,"This resource paints and interesting picture about the behaviors and attitudes of people before, during, and after the holidays. The example highlighted below is showing daily volumes of searched for the word “diet” throughout the year. As you can see, there is a significant drop in the weeks and months leading up to the holiday season, followed by an almost immediate spike once New Year hits. It’s an interesting trend that might not have been as compelling without the visualization that was created.","bar, categories, health,three or more variables, time series, comparison","time series, categories, three or more variables","bar, ",comparison,health,https://www.maptive.com/8-great-examples-complex-data-visualized/,
img-036.png,This map below is an example of how you can use heat mapping and color to illustrate trends and contrast. It’s an enjoyable map that you can use to determine when peak fall foliage occurs around the country.,"geographic map,  categories, three or more varibales,climate, time series, composition, climate","time series, categories, three or more variables","geographic map, ",composition,climate,https://smokymountains.com/fall-foliage-map/,
img-037.png,"In this example, the chart shows the wind speed distribution. This is achieved with a polar stacked column chart.","composition, comparison, climate, bar,  categories, three or more variables","categories, three or more variables", bar,"composition, comparison",climate,https://www.tutlane.com/tutorial/highcharts/highcharts-wind-rose-chart,
img-038.png,"This force directed graph shows an example of a network graph, where the nodes represent languages and the language families they belong to. The nodes can be dragged around and will be repositioned dynamically. Network graphs are typically used to show relations in data. In this case, we are showing a hierarchical structure.","graph, relationship, categories, three or more variables ","categories, three or more variables"," point, graph",relationship,culture,https://www.highcharts.com/demo/network-graph,
img-039.png,Demonstrating an arearange chart with a low and high value per point. Area range charts are commonly used to visualize a range that changes over time.,"line, time series, climate, two variables, trend","time series, two variables",line,trend,climate,https://www.highcharts.com/demo/sparkline,
img-040.png,"A basic column chart comparing emissions by pollutant. Oil and gas extraction has the overall highest amount of emissions, followed by manufacturing industries and mining. The chart is making use of the axis crosshair feature, to highlight years as they are hovered over.","climate, bar,  time series, three or more variables","time series, three or more variables","bar, ",comparison,climate,https://www.highcharts.com/demo/column-basic,
img-041.png,"In particular, richer and poorer countries set very different poverty lines in order to measure poverty in a way that is informative and relevant to the level of incomes of their citizens. To measure poverty globally, however, we need to apply a poverty line that is consistent across countries. This is the goal of the International Poverty Line of $2.15 per day – shown in red in the chart – which is set by the World Bank and used by the UN to monitor extreme poverty around the world.","distribution, density, annotation, categories, three or more variables, comparison, economy","time series, three or more variables","density,  annotation","distribution, comparison",economy,https://ourworldindata.org/poverty,
img-042.jpg,A dearth of tent-pole movies to attract audiences to the big screen means box office takings are further off pre-pandemic levels than originally hoped.,"bar, comparison, annotation, time series, categories, three or more variables","time series, categories, three or more variables","bar, ",comparison,entertainment,https://www.ft.com/content/ec2d54cf-8612-41d4-9ae2-1fbf9f06dd0b,
img-043.jpeg,Estimated single-use costs for appliances from October under the UK’s Energy Price Guarantee,"bubble, relationship, annotation, energy, categories, two variables, comparison","categories, two variables","bubble, annotation","relationship, comparison",energy,https://www.bloomberg.com/news/articles/2022-09-02/price-breakdown-how-much-will-it-cost-to-run-appliances-in-uk-energy-crisis,
img-044.png,Percentage of world wide natural gas production by country,"composition, categories, two variables,   energy","categories, two variables", ,composition,energy,https://informationisbeautiful.net/visualizations/ukraine-russian-war-infographics-data-visuals/#RussianGas,
img-045.png,Estimated percentage of Russian gas exports by importing country,"sankey, categories, two variables,  energy, composition","categories, two variables",sankey,composition,energy,https://informationisbeautiful.net/visualizations/ukraine-russian-war-infographics-data-visuals/#RussianGas,
img-046.png,Visualization highlighting the share of natural gas consumption that is dependent on Russian gas explorts ,"bubble, categories, three or more variables, comparison, relationship,  energy","categories, three or more variables","bubble, ","relationship, comparision",energy,https://informationisbeautiful.net/visualizations/ukraine-russian-war-infographics-data-visuals/#RussianGas,
img-047.png,This visualization shows the College Football Playoff weekly rankings of each team for the last four years.,"line, relationship, comparision, time series, two variables, entertainment","time series, two variables",line,"relationship, comparison",entertainment,https://www.sirvizalot.com/2019/01/path-to-playoff-clemson-and-alabama.html,
img-048.gif,"In this example, we are looking at NFL Combine statistics for Wide Receivers.","point, correlation, comparision, categories, two variables, interactive","categories, two variables","point, ","correlation, comparision",entertainment,https://www.sirvizalot.com/2017/05/how-to-dynamic-clusters-in-tableau.html,
img-049.png,"Some reviews say the movie is great while others don't offer as much praise. I took a look at the critic and audience ratings on Rotten Tomatoes, and there is definitely a large variance between the ratings of critics and the audience for the latest film.","line, comparison, annotation, entertainment, two variables, categories","two variables, categories","line,  annotation ",comparison,entertainment,https://public.tableau.com/app/profile/matt.chambers/viz/StarWarsDivisiveness/StarWarsDivisiveness,
img-050.png,"In this visualization, each city's sports league is represented by a petal; the size of the petal indicates number of championships.","entertainment, bespoke, categories, two variables, glyph, comparison","categories, two variables","bespoke, glyph",comparison,entertainment,https://www.sirvizalot.com/2018/10/sports-city.html,
img-051.png,"A visualization to identify the airports and flights that are more affected by precipitation based on the Weather Delay Minutes per Inch of Precipitation (WDMIP), and it is simply the average weather delay divided by the average precipitation in inches. ","relationship, categorical, three or more variables, time series, bar, line,  climate, airplanes, geographic map","categorical, three or more variables, time series","bar, line,  geographic map",relationship,climate,https://www.sirvizalot.com/2015/06/iron-viz-entry-blame-weather.html,
ArcDiagram1.png,"Arc Diagram 1","arc, climate","time series, two variables","arc","comparison","climate","https://en.wikipedia.org/wiki/Arc_diagram",
ArcDiagram2.png,"Arc Diagram 2","arc","","arc","","","https://www.highcharts.com/docs/chart-and-series-types/arc-diagram",
ArcDiagram3.png,"Arc Diagram 3","arc","","arc","","",https://www.highcharts.com/docs/chart-and-series-types/arc-diagram,
ArcDiagram4.png,"Arc Diagram 4","arc","","arc","","",https://www.highcharts.com/docs/chart-and-series-types/arc-diagram,
ArcDiagram5.png,"Arc Diagram 5","arc","","arc","","",https://sandeshkalantre.github.io/TopNum2/,
ArcDiagram6.png,"Arc Diagram 6","arc","","arc","","",https://abjago.net/transit-patronage-visualiser/,
ArcDiagram7.png,"Arc Diagram 7","arc","","arc","","",https://ganbatte.world/cities/what-is-the-circular-economy/,
ArcDiagram8.png,"Arc Diagram 8","arc","","arc","","",https://www.data-to-viz.com/graph/arc.html,
ArcDiagram9.png,"Arc Diagram 9","arc","","arc","","",https://observablehq.com/@stefanreifenberg/basic-arc-diagram,
ArcDiagram10.png,"Arc Diagram 10","arc","",arc,"","",https://observablehq.com/@lvngd/nyc-taxi-rides-d3-arc-diagram,
BarChart1.png,Bar Chart 1,bar,,bar,,,https://playground.anychart.com/docs/v8/samples/BCT_Bar_Chart_03,
BarChart2.png,Bar Chart 2,bar,,bar,,,https://apexcharts.com/javascript-chart-demos/bar-charts/,
BarChart3.png,Bar Chart 3,bar,,bar,,,https://vega.github.io/vega-lite/examples/bar.html,
BarChart4.png,Bar Chart 4,bar,,bar,,,https://observablehq.com/@d3/bar-chart,
BarChart5.png,Bar Chart 5,bar,,bar,,,https://observablehq.com/@d3/diverging-bar-chart,
BarChart6.png,Bar Chart 6,bar,,bar,,,https://insights.datylon.com/stories/nIWdVHXAxLrae7nECdRFFQ,
BarChart13.png,Bar Chart 13,bar,,bar,,,https://observablehq.com/@observablehq/plot-bar,
BarChart8.png,Bar Chart 8,bar,,bar,,,https://observablehq.com/@d3/hierarchical-bar-chart,
BarChart9.png,Bar Chart 9,bar,,bar,,,https://doc.sagemath.org/html/en/reference/plotting/sage/plot/bar_chart.html,
BarChart10.png,Bar Chart 10,bar,,bar,,,https://bl.ocks.org/tlfrd/187e45e0629711c4560cf6bcd0767b27,
BarChart11.png,Bar Chart 11,bar,,bar,,,https://www.diagrammm.com/bar_chart,
BarChart12.png,Bar Chart 12,bar,,bar,,,https://xari.dev/horizontal-bar-plot/,
LineGraph1.png,Line Graph 1,line,,line,,,https://bl.ocks.org/mbostock/3883245,
